Afiliate number,Active,Name,FirstName,LastName,Email,WorkPhone,WhatsApp,Address,Web,Descripcion,City,Maps,Location,Discount,Logo,Facebook,Instagram,Category,Sub-Categoria,Service,Type,Sticker,Rating,Recommended,TyC
363,TRUE,Umo Smoke Shop (Hunab) ,Ana Paula ,Ortiz,umo.marketingtulum@gmail.com,9841671967,33 3380 6768,"avenida cobá, Aldea Zama, 77760 Tulum, Q.R.",https://umotulum.com/,"Smoke shop, not your conventional smoke shop",Tulum ,https://maps.app.goo.gl/p6oQkkKcbSnrWSvf6?g_st=ic,"20.203980980139516, -87.45016441629686","15% paying in card, 10% discount in cash ",https://drive.google.com/file/d/1-Sbt2qByQzGfW7ROVxxOQFPALagYp6As/view?usp=drive_link,https://www.facebook.com/umo.tulum,,Store Smoke Shop,Not a conventional Smoke shop,,Store,Yes,1,TRUE,NO
364,TRUE,Umo Smoke Shop (centro),Ana Paula ,Ortiz,umo.marketingtulum@gmail.com,9841671967,33 3380 6768,"Calle polar poniente, Géminis nte, 77760 Tulum, Q.R., Tulum centro, 77760 Tulum, Q.R., México centro, 77760 Tulum, Q.R.",https://umotulum.com/,"Smoke shop, not your conventional smoke shop",Tulum ,https://maps.app.goo.gl/UjtJaCTK4xkEpGkT6?g_st=ic,"20.213894933400542, -87.4569470000137","15% paying in card, 10% discount in cash ",https://drive.google.com/file/d/1-Sbt2qByQzGfW7ROVxxOQFPALagYp6As/view?usp=drive_link,https://www.facebook.com/umo.tulum,,Store Smoke Shop,Not a conventional Smoke shop,,Store,Yes,1,TRUE,NO
365,TRUE,Umo Smoke Shop (La veleta),Ana Paula ,Ortiz,umo.marketingtulum@gmail.com,9841671967,33 3380 6768,"calle 7 esquina con 8, La Veleta, 77760 Tulum, Q.R.",https://umotulum.com/,"Smoke shop, not your conventional smoke shop",Tulum ,https://maps.app.goo.gl/X41LRdB5nDWyLR426?g_st=ic,"20.203137936607618, -87.47237665510107","15% paying in card, 10% discount in cash ",https://drive.google.com/file/d/1-Sbt2qByQzGfW7ROVxxOQFPALagYp6As/view?usp=drive_link,https://www.facebook.com/umo.tulum,,Store Smoke Shop,Not a conventional Smoke shop,,Store,Yes,1,TRUE,NO
366,TRUE,Umo Smoke Shop (Aldea Zama),Ana Paula ,Ortiz,umo.marketingtulum@gmail.com,9841671967,33 3380 6768,"Aldea Zama, 77760 Tulum, Q.R.",https://umotulum.com/,"Smoke shop, not your conventional smoke shop",Tulum ,https://maps.app.goo.gl/AFtFcPFMiW4h7SNp7?g_st=ic,"20.199105510868517, -87.45843232086712","15% paying in card, 10% discount in cash ",https://drive.google.com/file/d/1-Sbt2qByQzGfW7ROVxxOQFPALagYp6As/view?usp=drive_link,https://www.facebook.com/umo.tulum,,Store Smoke Shop,Not a conventional Smoke shop,,Store,Yes,1,TRUE,NO
367,TRUE,Smoker's Stylish,Efrén ,Valdivia ,efrencun@yahoo.es,9988840309,9988605988,"Xel-ha 28, 77509 Cancún, Q.R.",,"Sale of national and Cuban cigars, accessories for smokers and more.... We are waiting for you!!!!!",Cancún,https://maps.app.goo.gl/Cdj6nLmmuMNQLTzX9?g_st=ic,"21.162688572110238, -86.83394386334481",10% discount ,https://drive.google.com/file/d/1yBqGGHicctSE-bW6QbXWbdi5UQNLGvLH/view?usp=drive_link,https://www.facebook.com/share/1A4xMMWnXb/?mibextid=LQQJ4d,,Smoke shop,Smoke shop,,Store,Yes,1,TRUE,NO
368,TRUE,Helartesano,Matías ,Briñon ,helartesano.holbox@gmail.com,9844517567,9841386771,Calle Pedro Joaquín codwell ente av. tiburón ballena y calle Palomino,,Bienvenidos a la experiencia del auténtico sabor argentino en Holbox.,Holbox ,https://maps.app.goo.gl/dnZQRi7o9aktWMjj6?g_st=ic,"21.52456546438734, -87.37967947479277",10%,https://drive.google.com/file/d/1713gIZDsl_qOGwysw0MznxehtPpH_EBJ/view?usp=drive_link,,https://www.instagram.com/helartesano.holbox?igsh=NnVhY200c2llMXJk,Ice cream restaurant ,Ice cream restaurant ,,Restaurants,Yes,1,TRUE,NO
369,TRUE,Cleopatra Ink Tulum ,Azael ,García ,Tulum@cleopatraink.com,984 169 5071,984 169 5071,"Carr. Tulum-Boca Paila KM 7.1, Tulum Beach, 77780 Tulum, Q.R.",https://www.cleopatraink.com/en/studios/tulum-tattoo-and-piercing-studio,"World's Largest Tattoo Company, 100+ International Tattoo Awards",Tulum ,https://maps.app.goo.gl/dLYeYMEBYuyTY2HB6?g_st=ic,"20.15684316538292, -87.45615702036027",10% discount & free shot,https://drive.google.com/file/d/1OxtQtDNbYVUIaDr2oxgakhk7n37CXhv_/view?usp=drive_link,https://www.facebook.com/share/18RoyVC57p/?mibextid=LQQJ4d,https://www.instagram.com/cleopatrainktulum?igsh=MXU4cXFhc2c1ZG5hbA==,Tatto & piercing ,Tatto & piercing studio ,,Services,No,1,FALSE,NO
370,TRUE,Moontulum Restaurant,Luis ,Luna ,Muuntulumrestaurant@gmail.com,9841795436,9842460309,"esquina con, Av palenque, C. 7 Sur, La Veleta, 77760 Tulum, Q.R.",,Mexican Restaurant ,Tulum ,https://maps.app.goo.gl/zYofmrTUCTgN5Woo8?g_st=ic,"20.20379179999915, -87.47066598229623",2x1 margaritas ,https://drive.google.com/file/d/1Mc0JkWy3PIwIx1QDl2xbn_7s2jaTBZmm/view?usp=drive_link,,https://www.instagram.com/moontulumrestaurant?igsh=MXE0b2NxeWU4ZzQ0MA==,Restaurant ,Mexican Restaurant ,,Restaurants,No,1,TRUE,NO
371,TRUE,Catering Tulum ,Luis ,Luna ,Reservations@cateringtulum.com,9842460309,9842460309,"C. 9 Pte., La Veleta, 77760 Tulum, Q.R.",https://www.cateringtulum.com/,Book a meal unlike any other,Tulum ,https://maps.app.goo.gl/ohKDX4JDv3T6zaKa9?g_st=ic,"20.196726529416246, -87.46883564219658",10% discount ,https://drive.google.com/file/d/1Mc0JkWy3PIwIx1QDl2xbn_7s2jaTBZmm/view?usp=drive_link,https://www.facebook.com/share/17vUSKAQqv/?mibextid=LQQJ4d,https://www.instagram.com/cateringtulum?igsh=MXE3dGhjbTI1MmN0bA==,"Service, chef, catering ","Chef, catering ",Chef ,Services,No,1,FALSE,NO
372,TRUE,Full 80's Bar,Hugo ,Dominguez ,itzaezamacona@gmail.com,5546184804,9934560762,"Eustacio Melgar 5 Frente al hotel Hacienda Morelos, Rafael E. Melgar, 77580 Puerto Morelos, Q.R.",,"Restaurant Bar, Retro Music and awesome environment ",Puerto Morelos ,https://maps.app.goo.gl/QGHE64zTAbBnJ9edA?g_st=ic,"20.846136227365477, -86.87708946642819",2x1 hot dogs and hamburgers ,https://drive.google.com/file/d/1H13Io4H19yx2E8fpW0idQD6liWyPhDro/view?usp=drive_link,https://www.facebook.com/share/1Dedd3q9Fc/?mibextid=wwXIfr,https://www.instagram.com/full80s_puerto_morelos?igsh=NG4xNnlvMWhpOWIz,"Karaoke, Restaurant Bar",Bar Restaurant,,Restaurant ,Yes,1,FALSE,NO
373,TRUE,Dive and snorkel Tulum ,Ricardo ,Escudero ,Blackandgoldriai@gmail.com,9841679050,9841679050,Av. Tulum & C. Júpiter Sur,,"Dive center. You can dive, snorkel, paddle board and more ",Tulum ,https://maps.app.goo.gl/VGgEc1pFLqxyKBHw8?g_st=ic,"20.210114240054754, -87.46558098083192",10%,https://drive.google.com/file/d/1ekxSM-bl85vT0merqegRSwuxEfPJKFRM/view?usp=drive_link,https://www.facebook.com/share/18W72qfoSA/?mibextid=wwXIfr,https://www.instagram.com/diveandsnorkeltulum?igsh=N3I0Z3lsZ2l6eWtl,"Service, Dive center ","You can dive, snorkel, paddle board and more ",Diving ,Services,Yes ,1,TRUE,NO
374,TRUE,Las Hijas de la Tostada Tulum,Eduardo ,Reséndiz ,Lashijastulumoffice@gmail.com,9842350690,9841326720,"Ave Tulum, C. Beta Sur esquina, Col Huracanes, 77760 Tulum, Q.R.",,"Restaurant, seafood, fresh food ",Tulum ,https://maps.app.goo.gl/CKoSsotcCa8DvPge9?g_st=com.google.maps.preview.copy,"20.21131776534108, -87.46155169465503",10%,https://drive.google.com/file/d/1_nNAsqyvgsE3YX0zIpNswOqkuxUt5mkf/view?usp=drive_link,https://www.facebook.com/share/1AcRSueaiy/?mibextid=wwXIfr,https://www.instagram.com/lashijasdelatostadatulum?igsh=dzl0bGF6ajFmaHU2,Restaurant ,Seafood ,,Restaurants,Yes ,1,TRUE,NO
375,TRUE,Morgan's Restaurant Bar,Miguel Ángel ,Morgan ,ma_morgan27@hotmail.com,9981687252,9981687252,"Miguel Hidalgo Manzana 01 L03, Centro, 77400 Isla Mujeres, Q.R.",,Seafood restaurant and bar ,Isla Mujeres ,https://maps.app.goo.gl/aiAmASNDmfiqJVFg8?g_st=com.google.maps.preview.copy,"21.256805671386328, -86.74682239979171",10%,https://drive.google.com/file/d/10k88_TrfzmffJzdeQHCcgmJ3t_NOGpo-/view?usp=drive_link,https://www.facebook.com/Morgansislamujeres/,,Bar Restaurant ,Seafood,,Restaurants,Yes,1,FALSE,NO
376,TRUE,Edson ,Bárbara ,Dzib ,Nahuatbarbara@gmail.com,9981298075,9981298075,"Miguel Hidalgo 20, Centro - Supmza. 001, 77400 Isla Mujeres, Q.R.",,Handmade store ,Isla mujeres ,https://maps.app.goo.gl/Ho4PoKoCsZAK7HBD7?g_st=com.google.maps.preview.copy,"21.25714106547764, -86.74727914580062",15%,https://drive.google.com/file/d/1MTY-4M9fx2dMPCNZm-WdIbQHeTYzomNN/view?usp=drive_link,,,Store Handmade ,Handmade ,,Store,Yes,1,FALSE,NO
377,TRUE,Akabal Spa ,Blanca ,Sánchez ,Akabalspapuertomorelos@gmail.com,9984139414,9984139414,"SM-2, MZ 2, LT 15 calle Ejercito mexicano Puerto Morelos",,"Spa (Therapeutic massages, Reflexology, Facials, Henna tattoo, Braids, Manicure and Pedicure) ",Puerto Morelos ,https://maps.app.goo.gl/vb2wiR1r9JxtWgrq7?g_st=ic,"20.851501060398693, -86.87261163263621",10%,https://drive.google.com/file/d/1WI5zjK9VYeZNI7FmKBJDZad6b0f22T7I/view?usp=drive_link,https://www.facebook.com/share/15URquvXB5/?mibextid=wwXIfr,https://www.instagram.com/akabalspa?igsh=MWxtZGEycXdxM3pxdg==,Service Spa ,Spa in the beach ,Spa ,Services,Yes,1,FALSE,NO
378,TRUE,Pachechos Barber Shop,Gerardo ,Adalef ,Fag_78@hotmail.com,9841771257,9841771257,"esquina con, Calle 7 sur, C. Asunción, La Veleta, 77760 Tulum, Q.R.",,Best barbering experience you will ever have ,Tulum ,https://maps.app.goo.gl/aaxoWmEQ7VT67si6A?g_st=com.google.maps.preview.copy,"20.20324622874688, -87.47183627697852",Welcome drink ,https://drive.google.com/file/d/1jXD-29mHQ2Xfv8N7rhHWWG3nyfLKOuhQ/view?usp=drive_link,,https://www.instagram.com/pachecos_barberia?igsh=dDJvaDV2cjkwM244,Services ,Barber shop ,Barber shop ,Services,Yes,1,FALSE,NO
379,TRUE,Gianluca Pancheria Argentina ,Gianluca,,Kokyasprella@gmail.com,9841526611,5491149403946,"77760, La Veleta, 77760 Tulum, Q.R.",,Panchos Gourmet ,Tulum ,https://maps.app.goo.gl/dB71nDGxFnqga1hR6?g_st=com.google.maps.preview.copy,"20.203438105974957, -87.47126493006272",10%,https://drive.google.com/file/d/1iJIiPpkuM9l0cYyjMJnb18xVQkeOOocp/view?usp=drive_link,,https://www.instagram.com/gianluca_hot_dog?igsh=ZDdvODdiZHNhMWtl,Restaurant ,Argentina (Panchos Gourmet),,Restaurants,Yes,1,FALSE,NO
380,TRUE,Venus Tulum ,Camila ,Arnaudo ,,9841163320,9841163320,"av tulum, num21 local 09, Centro, 77760 Tulum, Q.R.",,"Concept store (natural dyes, hand made with love, magic crystals, unique pieces) ",Tulum ,https://maps.app.goo.gl/TKPecGmnk9rdZDYE7?g_st=com.google.maps.preview.copy,"20.21029490249367, -87.46473920409117",15%,https://drive.google.com/file/d/1ZDnsAqJCUzUaOjTPMxZo5YlaUMWfC00P/view?usp=drive_link,https://www.facebook.com/profile.php?id=100094257042564&ref=xav_ig_profile_web,https://www.instagram.com/venustulum?igsh=dGY5NXIyOW1mMTVt,"Store concept, boutique","Hand made, unique pieces, crystals ",,Store,Yes ,1,TRUE,NO
381,TRUE,La Tulumeña ,Rodo ,Galicia ,Rodogalicia23@gmail.com,9842544809,9848763901,"Av. Tulum 19, Tulum Centro, Centro, 77760 Tulum, Q.R.",,"Restaurant, Mexican food that you can enjoy in our magic garden ",Tulum ,https://maps.app.goo.gl/wqTDDJHZ1Sx74LF79?g_st=com.google.maps.preview.copy,"20.210201720443873, -87.46482114111613",50% discount in Classic cocktails ,https://drive.google.com/file/d/1zPLoqQNdjQp_hqTqozg0H0TpxSpIAQMk/view?usp=drive_link,https://www.facebook.com/share/1BoMQ7r4TU/?mibextid=wwXIfr,https://www.instagram.com/latulumena?igsh=MWEzZWNyaDl1MmNhdg==,Restaurant ,Mexican food ,,Restaurants,Yes ,1,TRUE,NO
382,TRUE,Pure Love (Plant based cafe) ,Nico ,Curia,nico@purelovetribe.com,5639505404,5639505404,"Hotel Ahau, km 7,5, Tulum Beach, Zona hotelera, 77760 Tulum, Q.R.",https://purelovetribe.com/,"Natural & Chic Café. Nourishing food, soulful vibes, coworking, & holistic experiences",Tulum ,https://maps.app.goo.gl/kgr66LwxjQAHDcME7?g_st=com.google.maps.preview.copy,"20.152282506263568, -87.45773630111705",Avocado toast+coffee $195 (save 56% or $150) ,https://drive.google.com/file/d/1OAwh4q8YaVWTGMbcJA89rIlCSpBKOlAr/view?usp=drive_link,,https://www.instagram.com/purelovetribe?igsh=cDQ2c2I4eGY4b2F4,Restaurant ,Coffe,,Restaurants,Yes,1,FALSE,NO
383,TRUE,Mamazul Tulum Mezcaleria ,Margaret,Islas ,Admon.mamazul@gmail.com,9848076724,2411631388,"Aldea Zama, And. Kambul entre Andador Kaan y Calle Ixchel, 77760 Tulum, Q.R.",https://mezcaleriamamazul.com/,Traditional Mexican Cantina with the largest collection of mezcals in Riviera Maya ,Tulum ,https://maps.app.goo.gl/Zd6QxfyeQCFVd39s7?g_st=com.google.maps.preview.copy,"20.19977624328551, -87.46078900593731",15%,https://drive.google.com/file/d/1Su8rF78k1Q7XTMo9EI3sCHhBXnc688ry/view?usp=drive_link,,https://www.instagram.com/mamazultulum?igsh=MWowdDVqYXAxcGdodw==,Restaurant ,Tequila and Mezcal Tasting ,,Restaurants,Yes,1,FALSE,NO
384,TRUE,Kukuruxo Gelato & Coffee,Shanina ,Herrera ,Shanina_shanet@icloud.com,,,"C. 7 Sur, Bohemian L06, La Veleta, 77780 Tulum, Q.R.",,"The best homemade gelato in Tulum. Waffles, Smoothies, bowls, coffee and much more.",Tulum ,https://maps.app.goo.gl/mD8NsToNgjxUD6ym7?g_st=com.google.maps.preview.copy,"20.20336879585301, -87.47151122408044",10%,https://drive.google.com/file/d/1MrIUVgMU95adyjkz5U5vWhzg5QywMQ9h/view?usp=drive_link,https://www.facebook.com/share/1KaQWPfCwC/?mibextid=wwXIfr,https://www.instagram.com/kukuruxo.tulum?igsh=Mm1oOTVmcHpyZnM5,Restaurant ,Gelato & coffee,,Restaurants,Yes,1,FALSE,NO
385,TRUE,Blue Ballyhoo ,Angel,Rodríguez ,Blueballyhoo.2024@gmail.com,9982745764,9982299034,"77400 Centro, 77400 Isla Mujeres, Q.R.",,Restaurant/bar with sea view ,Isla mujeres ,https://maps.app.goo.gl/dZqw5LFyaQZEuT8h6?g_st=com.google.maps.preview.copy,"21.25602058871033, -86.74843887745739",Margaritas 2x1,https://drive.google.com/file/d/1coaLabsMUZ3Ta4nzxfQu7dZ2Z3NBE8xp/view?usp=drive_link,https://www.facebook.com/share/1B1LZ38Rnm/?mibextid=wwXIfr,https://www.instagram.com/blueballyhoo?igsh=MWhjZGt3Y2JnZmNr,Restaurant Bar / Beach club ,Drinks and Seafood ,,Restaurants,Yes,1,FALSE,NO
386,TRUE,Salon Spa Angels ,Ivonne ,Nieto ,Nietoiglesias@hotmail.com,9982369359,9984413315,"C. Abasolo 5, Centro - Supmza. 001, 77400 Isla Mujeres, Q.R.",,Salon and Spa ,Isla Mujeres ,https://maps.app.goo.gl/Q1zSwYbrskCrmt6Z9?g_st=com.google.maps.preview.copy,"21.25689141028664, -86.74813520472743",10%,https://drive.google.com/file/d/1Ha5cN3Gx3__28Fxypnpf7puiVvhOq4hF/view?usp=drive_link,https://www.facebook.com/share/15uwUFaiqj/?mibextid=wwXIfr,,Service Salon and Spa ,"Salón, Spa",Salón and Spa ,Services,Yes,1,FALSE,NO
387,TRUE,Green Demon Beach Club,Mariano,De Estéfano ,Gerencia@oceanosbeachclub.com,,9984296060,"Calle, Zazil-ha #118, CENTRO, 77400 Isla Mujeres, Q.R.",,"Magical place, where you can enjoy incredible sunsets. On weekends we have Dj and live band.",Isla mujeres ,https://maps.app.goo.gl/Au3ygHBNwMR5rDpJ7?g_st=com.google.maps.preview.copy,"21.261745151617554, -86.75015483683072",15%,https://drive.google.com/file/d/1dTHcBn0bm7Qi2BjazS3Lv2g4G1bLzk8Y/view?usp=drive_link,https://www.facebook.com/share/1B8cPN1tHd/?mibextid=wwXIfr,https://www.instagram.com/greendemonbeachclub?igsh=MWpoeGV6OHBnYjE4aw==,Restaurant/ Beach Club,Beach club ,,Restaurants,Yes,1,FALSE,NO
388,TRUE,Edson Store,Bárbara ,Dzib ,Nahuatbarbara@gmail.com,9981298075,9981298075,"Miguel Hidalgo 20, Centro - Supmza. 001, 77400 Isla Mujeres, Q.R.",,Handmade store ,Isla mujeres ,https://maps.app.goo.gl/Ho4PoKoCsZAK7HBD7?g_st=com.google.maps.preview.copy,"21.25714247506978, -86.74727971166583",15%,https://drive.google.com/file/d/1Rb1Q3heSFOJhL_xAz-fMO28HfLO_DjOo/view?usp=drive_link,,,Store,Handmade ,,Stores ,Yes ,1,FALSE,NO
389,TRUE,Mia Tulum ,Frida ,Serrano ,miatulum.ventas@gmail.com,9841564333,9841564333,"Interior Hotel Selina los Lirios, Carretera Tulum-Boca Paila, KM 7.5, Manzana 98 Lote 88, Punta Piedra, 77780 Tulum, Q.R.",https://miatulum.com/,Restaurant/Beach club. Euro-Mexican cuisine,Tulum ,https://maps.app.goo.gl/ubd8LsBsD9AJGKKW7?g_st=com.google.maps.preview.copy,"20.154982911709407, -87.45651330127882",Minimum consumption $1200 (consumable in food and drinks) (access to beach beds and use of the pool),https://drive.google.com/file/d/1_63SfBIGtZjMBjgLJfrvzHMdNx89LXyl/view?usp=drive_link,https://www.facebook.com/share/162R8bPQWJ/?mibextid=wwXIfr,https://www.instagram.com/miatulum?igsh=MTY4cThiNzJoNG9mNQ==,Restaurant,Restaurant/Beach club,,Restaurant ,Yes ,1,FALSE,NO
390,TRUE,Ana y José Beach Club ,Aranza ,Portillo ,Publicrelations@anayjose.com,9982141452,9841987001,"Carr. Tulum-Boca Paila Km. 7, Tulum Beach, Punta Piedra, 77780 Tulum, Q.R.",anayjose.com,The most emblematic piece of Tulum,Tulum ,https://maps.app.goo.gl/nCw7PPPGbeUsisqo8?g_st=com.google.maps.preview.copy,"20.157349636907963, -87.45550577394401",10%,https://drive.google.com/file/d/12ei5Oq4GEaGt_mPFBpsjDWxVnOV-hU-W/view?usp=drive_link,https://www.facebook.com/AnayJoseHotel/,https://www.instagram.com/anayjosehotel?igsh=MXdvOWFoY3RqNW5mOA==,Restaurant ,Beach club ,,Restaurant ,Yes ,1,FALSE,NO
391,TRUE,Piaggia,Javier,Martinez,Piaggiatulum@gmail.com ,3318012268,3318012268,"Calle Gama Ote. Manzana 04 Lote 01-LOC 8A, PLAZA TUK, 77760 Tulum, Q.R.",,"The best restaurant, Italian-Mediterranean cuisine.",Tulum ,https://maps.app.goo.gl/6aD42kJeNGYsj9Kq6?g_st=com.google.maps.preview.copy,"20.212133593117294, -87.45104795802887",10%,https://drive.google.com/file/d/1qPSIrEVzB75HV_WdJHY-5VlhDCdjHaII/view?usp=drive_link,https://www.facebook.com/share/18Tgk1Mtc7/?mibextid=wwXIfr,https://www.instagram.com/piaggia_mx?igsh=MWZucWxyMGkwNTk5MA==,Restaurant Italian-Mediterranean,Italian-Mediterranean,,Restaurants,Yes ,1,FALSE,NO
392,TRUE,Shalala,Roxanna ,Timchenko,ksenokentiy8@gmail.com,9841347485,9841347485,"Calle 4 Nte entre 15 y 10, Centro",,Café and Ice cream restaurant ,Playa del Carmen,https://maps.app.goo.gl/tiooDaso8zG37HH67?g_st=aw,"20.625141837865023, -87.07568912944805",10%,https://drive.google.com/file/d/1jJsehyrL7ZRinxAL4g9COGTmVhjYVnSe/view?usp=drive_link,https://www.facebook.com/share/19sNwxznxr/?mibextid=wwXIfr,,Restaurant ,Coffe and Ice cream restaurant ,,Restaurant ,Yes ,1,FALSE,NO
393,TRUE,Ocho's Café & food ,Ocho ,Ramírez ,Ochoshanut@gmail.com,9842118192,9842118192,"15 y, 20 Avenida Nte. 4, Centro. ",,Typical Mexican food ,Playa del Carmen,https://maps.app.goo.gl/1V3GKytvwmhsX5Eg9?g_st=ic,"20.625447271680514, -87.07620212515934",Coffe $20 pesos ,https://drive.google.com/file/d/1J2bo8PiJx2cT5C8EcjE4ve9rEN_96-dH/view?usp=drive_link,https://www.facebook.com/share/19bCMiWwPg/?mibextid=wwXIfr,https://www.instagram.com/ochoscafe?igsh=d3c4czd2a3l3ZHJj,Restaurant,Mexican ,,Restaurant ,Yes ,1,FALSE,NO
394,TRUE,Mr.Sam Smoke Shop,Samuel,Escudero,Mrsam420playa@gmail.com,9842072784,9842072784,"esquina con, 20 Avenida Norte, Calle 4 Nte 652, Centro, 77710 Playa del Carmen.",,"Unique accessories, smoke shop ",Playa del Carmen,https://maps.app.goo.gl/5Qnbjh7PLM3hknYX7?g_st=ic,"20.62574669768173, -87.076771846114",10%,https://drive.google.com/file/d/1ngwgHmyA-LuH5XoZk0KkqAXVFtmHHXGW/view?usp=drive_link,https://www.facebook.com/share/1FcuMK3D38/?mibextid=wwXIfr,,Store,Smoke shop ,,Store ,Yes ,1,FALSE,NO
395,TRUE,Pamela Pedraza Photographer ,Pamela,Pedraza,pampedraza.cr2@gmail.com,7295268687,7295268687,Remoto ,,,Playa del Carmen,Remoto,,15%,https://drive.google.com/file/d/1QKTB6uDAR3sVkvOvASK34_XY5EgsU8Ok/view?usp=drive_link,https://www.facebook.com/profile.php?id=100063858770687&mibextid=ZbWKwL,https://www.instagram.com/pampedraza.cr2?igsh=MWFwY3hjamE0ZWx6dQ==,Photographer Service ,,Photography ,Services ,Yes ,1,FALSE,NO
396,TRUE,Cleopatra Ink ,Alexis ,Franco ,Jalexof@gmail.com,,5535977207,"Quinta Avenida Manzana 32 Lote 4, Gonzalo Guerrero, 77710 Playa del Carmen, Q.R.",,Tattoo & Piercing Studio ,Playa del Carmen,https://maps.app.goo.gl/AGa243oF7LM74NqE9?g_st=ic,"20.628523183800606, -87.07113379286889",10% & free shot,https://drive.google.com/file/d/1-d_FahAJxe7WvRln7zxwQBGVbrrGG5jU/view?usp=drive_link,https://www.facebook.com/share/187TU2kukH/?mibextid=wwXIfr,https://www.instagram.com/cleopatraink.playadelcarmen?igsh=MTgyN3Axanpkb2x0ZQ==,Tattoo & Piercing Studio ,Tattoo & Piercing Studio ,Tattoo & Piercing Studio ,Services ,Yes ,1,FALSE,NO
397,TRUE,LU'UM MAYA SPA , Beatrice ,Díaz ,Info@luumspa.com,9843125311,9841055345,"Caribbean Paradise Hotel Boutique & Spa, Quinta Avenida Norte esquina Avenida Constituyentes Entrada por el Hotel, 77710 Playa del Carmen, Q.R.",,Organic spa in a Mayan environment ,Playa del Carmen,https://maps.app.goo.gl/vve3QCSewnbfJEZr9?g_st=ic,"20.630377730971237, -87.06995725482984",10% discount or 10 min of free reflexology,https://drive.google.com/file/d/1vnqofZOtfR4UlEDQjGmhidxyxmjzVMaN/view?usp=drive_link,https://www.facebook.com/share/1BF2vPapFa/?mibextid=wwXIfr,https://www.instagram.com/luum.mayanspa?igsh=MWsycjhybjJjcTNoeQ==,Spa ,Mayan spa ,Spa ,Services ,Yes ,1,FALSE,NO
398,TRUE,LU'UM nails & lashes ,Beatrice ,Díaz ,Info@luumspa.com,,9841055345,"con, Av Constituyentes, Calle 30 Nte 5, Centro, 77710 Playa del Carmen, Q.R.",,Organic care & vegan nail polish ,Playa del Carmen,https://maps.app.goo.gl/RQDL6eKBEBDbsKSR7?g_st=com.google.maps.preview.copy,"20.63290546030777, -87.07412189937571",10%,https://drive.google.com/file/d/1-g-hF1fAs_pebMDnW7lwKUWLRfTCI6M9/view?usp=drive_link,https://www.facebook.com/share/14AZUJPj6j/?mibextid=wwXIfr,https://www.instagram.com/luum.nailsalon?igsh=MTYzeWJhcmY5dmp4dw==,Nails ,Organic care & vegan nail polish ,Nails ,Services ,Yes ,1,FALSE,NO
399,TRUE,Bedouin Life Concept ,Alicia ,Peraza ,Bedouinplaya@gmail.com,5523369444,9841783992,"Quinta Avenida entre Calle 28 y 30 NTE, Centro, 77710 Playa del Carmen, Q.R.",,"Boutique, sustainable fashion, whole sale ",Playa del Carmen,https://maps.app.goo.gl/Romaezpo3nWakeHZ8?g_st=com.google.maps.preview.copy,"20.632787966250863, -87.06797638360783",10%,https://drive.google.com/file/d/1h7HL9WuPowEgXXdbLvtEcn7xz2lBKvuc/view?usp=drive_link,https://www.facebook.com/bedouinplaya/?locale=es_LA,https://www.instagram.com/bedouinplaya?igsh=MTZzOWd1N2d6d3NpcQ==,Store,Sustainable fashion ,,Store ,Yes ,1,FALSE,NO
400,TRUE,Viejo Amor ,Flor ,,hola@viejoamor.com.mx,,9841670206,"Avenida 5ta MZ-Local 6, entre Calle 40 y 42 Nte, Zazil-ha, 77720 Playa del Carmen, Q.R.",,Boutique/ slow living/ design and crafted in Mexico ,Playa del Carmen,https://maps.app.goo.gl/aWT7Gnmsk6mLtKQy9?g_st=com.google.maps.preview.copy,"20.636796449333335, -87.06518965234473",20% discount if you bought more than $5000 or 10% discount ,https://drive.google.com/file/d/1ARF0ZEiwuoumFxwuYGg5wtrMWgZqCqY6/view?usp=drive_link,https://www.facebook.com/share/15oAxWrfaZ/?mibextid=wwXIfr,https://www.instagram.com/viejoamor_soul?igsh=MWJqdHJwa24zN2wwZA==,Store ,Fashion ,,Store ,Yes ,1,FALSE,NO
401,TRUE,Moros en la Costa ,Jesús Antonio ,Santoyo ,Jesus.santoyo1593@gmail.com,9848065363,9843678243,"5ta Av entre calle 48 y 50, Colosio, 77728 Playa del Carmen, Q.R.",,Seafood ,Playa del Carmen,https://maps.app.goo.gl/spFvPZcqH6bpDEgC6?g_st=com.google.maps.preview.copy,"20.63856588132188, -87.06385461843428",15% or 2x1 in margaritas ,https://drive.google.com/file/d/1bK4JDWq07liPf_REQl1zjtAisEnDvlds/view?usp=drive_link,https://www.facebook.com/morosenlacostacaribe?locale=es_LA,https://www.instagram.com/morosenlacostacaribe?igsh=amNnMTk2NmM5cjhx,Restaurant ,Seafood,,Restaurant ,Yes ,1,FALSE,NO
402,TRUE,Chulearte ,Mayra,Hernández ,mayran17@hotmail.com,5552172392,5552172392,"Quinta Avenida y Av. Constituyentes, Local 19, Playa del Carmen ",,Handmade Boutique ,Playa del Carmen,https://maps.app.goo.gl/sMTrqX4mXeWgKPoC6?g_st=com.google.maps.preview.copy,"20.629948443552447, -87.07008638613033",10% in minimum purchase of $300 ,https://drive.google.com/file/d/1011zEQ7iFU76EEglPO73WPK_pCDbRhiV/view?usp=drive_link,,https://www.instagram.com/chuleartemx?igsh=MWF4Mm1sYWhiYWY5Nw==,Store ,Fashion/ Handmade ,,Store ,Yes ,1,FALSE,NO
